,source,target_00,target_01,target_02,target_03,target_04,target_avg,prediction_gpt3_CFSLH-B_hum_eval,prediction_mbart_info_src_sh,prediction_gpt3_FSLH_hum_eval,prediction_mbart_src_info_sh,prediction_gpt3_0SLH_hum_eval,prediction_gpt3_CFSLH_hum_eval,prediction_mbart_unsupervised,diff_target_00,diff_target_01,diff_target_02,diff_target_03,diff_target_04,diff_target_avg,diff_prediction_gpt3_CFSLH-B_hum_eval,diff_prediction_mbart_info_src_sh,diff_prediction_gpt3_FSLH_hum_eval,diff_prediction_mbart_src_info_sh,diff_prediction_gpt3_0SLH_hum_eval,diff_prediction_gpt3_CFSLH_hum_eval,diff_prediction_mbart_unsupervised,target_05,target_06,target_07,target_08,target_09,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19,target_20,target_21,diff_target_05,diff_target_06,diff_target_07,diff_target_08,diff_target_09,diff_target_10,diff_target_11,diff_target_12,diff_target_13,diff_target_14,diff_target_15,diff_target_16,diff_target_17,diff_target_18,diff_target_19,diff_target_20,diff_target_21
0,0.05075371265411377,-0.31033599376678467,-0.31033599376678467,1.5609416961669922,0.474261999130249,0.01873173750936985,0.28665268905460833,0.4159519076347351,-0.1253380924463272,0.4732426702976227,-0.01936187781393528,0.2087974101305008,0.05600818619132042,0.06501162797212601,-0.36108970642089844,-0.36108970642089844,1.5101879835128784,0.42350828647613525,-0.03202197514474392,0.23589897640049456,0.36519819498062134,-0.17609180510044098,0.4224889576435089,-0.07011559046804905,0.15804369747638702,0.00525447353720665,0.014257915318012238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.3218282461166382,-0.45728611946105957,-0.38184672594070435,-0.20191466808319092,-0.04304352402687073,-0.2530652582645416,0.16476163555952636,0.06751649081707001,-0.14580421149730682,-0.25632792711257935,-0.2381848841905594,-0.32620298862457275,-0.3373292088508606,-0.22729909420013428,-0.1354578733444214,-0.06001847982406616,0.11991357803344727,0.27878472208976746,0.06876298785209656,0.48658988167616457,0.3893447369337082,0.17602403461933136,0.06550031900405884,0.0836433619260788,-0.00437474250793457,-0.015500962734222412,0.0945291519165039,0.6196283102035522,0.2357509434223175,-0.05741087719798088,-0.14018844068050385,-0.07090440392494202,0.39833441376686096,0.2150896042585373,1.5037915706634521,0.4927902817726135,0.6933680176734924,0.4131965637207031,-0.0739055946469307,0.03894048184156418,-0.2842308282852173,0.3744179606437683,-0.18667194247245789,0.7899162173271179,0.9414565563201904,0.5575791895389557,0.2644173689186573,0.18163980543613434,0.25092384219169617,0.7201626598834991,0.5369178503751755,1.8256198167800903,0.8146185278892517,1.0151962637901306,0.7350248098373413,0.2479226514697075,0.36076872795820236,0.0375974178314209,0.6962462067604065,0.1351563036441803,1.111744463443756
2,0.05467778816819191,-0.516696572303772,-0.16043022274971008,0.8302557468414307,1.1149475574493408,1.2432358264923096,0.2284403370382885,0.332613080739975,-0.26177269220352173,0.012232381850481033,0.11815193295478821,0.9922012090682983,1.4146077632904053,-0.019135653972625732,-0.5713743604719639,-0.215108010917902,0.7755779586732388,1.060269769281149,1.1885580383241177,0.1737625488700966,0.27793529257178307,-0.31645048037171364,-0.042445406317710876,0.0634741447865963,0.9375234209001064,1.3599299751222134,-0.07381344214081764,-0.030270719900727272,0.12513324618339539,-0.4126895070075989,0.5670313835144043,0.1304006427526474,-0.12355442345142365,-0.02607891336083412,,,,,,,,,,,-0.08494850806891918,0.07045545801520348,-0.4673672951757908,0.5123535953462124,0.07572285458445549,-0.17823221161961555,-0.08075670152902603,,,,,,,,,,
3,-0.16735677421092987,-0.4973940849304199,,,,,-0.4973940849304199,-0.04137829318642616,0.2357509434223175,-0.08549344539642334,0.23886053264141083,0.3263988196849823,-0.32561996579170227,0.03231867030262947,-0.33003731071949005,,,,,-0.33003731071949005,0.1259784810245037,0.4031077176332474,0.08186332881450653,0.4062173068523407,0.49375559389591217,-0.1582631915807724,0.19967544451355934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.3193027675151825,-0.024307992309331894,,,,,-0.024307992309331894,-0.02387171983718872,-0.2643490433692932,-0.3167665898799896,-0.3088059425354004,-0.284214049577713,-0.34953901171684265,-0.17582304775714874,0.2949947752058506,,,,,0.2949947752058506,0.2954310476779938,0.05495372414588928,0.002536177635192871,0.010496824979782104,0.03508871793746948,-0.030236244201660156,0.14347971975803375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.32745856046676636,0.4386507272720337,0.007878554984927177,-0.16726048290729523,-0.06298868358135223,0.2894476652145386,0.026421926605204742,0.07871857285499573,-0.205654576420784,-0.33817577362060547,-0.286598265171051,-0.45361897349357605,-0.1315907984972,-0.3183256983757019,0.7661092877388,0.33533711545169353,0.16019807755947113,0.2644698768854141,0.6169062256813049,0.3538804870719711,0.4061771333217621,0.12180398404598236,-0.010717213153839111,0.04086029529571533,-0.1261604130268097,0.19586776196956635,0.009132862091064453,-0.34719622135162354,,,,,,,,,,,,,,,,,-0.019737660884857178,,,,,,,,,,,,,,,,
6,-0.5188798904418945,0.45265763998031616,-0.2625010907649994,-0.5353882908821106,0.5523906946182251,,0.05178973823785782,0.2047029286623001,-0.48453694581985474,-0.4373236894607544,-0.5964784622192383,-0.4064030051231384,-0.1820174902677536,-0.4273613393306732,0.9715375304222107,0.25637879967689514,-0.016508400440216064,1.0712705850601196,,0.5706696286797523,0.7235828191041946,0.034342944622039795,0.08155620098114014,-0.07759857177734375,0.1124768853187561,0.33686240017414093,0.09151855111122131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-0.20142771303653717,-0.024307992309331894,,,,,-0.024307992309331894,0.013183150440454483,0.2357509434223175,-0.332212895154953,0.30695345997810364,-0.21258069574832916,-0.28433549404144287,0.02363821119070053,0.17711972072720528,,,,,0.17711972072720528,0.21461086347699165,0.4371786564588547,-0.13078518211841583,0.5083811730146408,-0.011152982711791992,-0.0829077810049057,0.2250659242272377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-0.3862215578556061,0.45265763998031616,-0.2625010907649994,-0.5353882908821106,0.5523906946182251,,0.05178973823785782,-0.21817050874233246,0.002133153146132827,-0.2747863233089447,-0.3862215578556061,-0.20329584181308746,-0.2975447177886963,-0.3862215578556061,0.8388791978359222,0.12372046709060669,-0.14916673302650452,0.9386122524738312,,0.4380112960934639,0.16805104911327362,0.3883547110017389,0.11143523454666138,0.0,0.18292571604251862,0.08867684006690979,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.24457715451717377,-0.45728611946105957,-0.38184672594070435,-0.20191466808319092,-0.04304352402687073,-0.2530652582645416,0.16476163555952636,1.3789410591125488,0.7405862212181091,0.2114848643541336,0.2326831966638565,0.2255658358335495,0.04014468565583229,0.3015291392803192,-0.7018632739782333,-0.6264238804578781,-0.4464918226003647,-0.2876206785440445,-0.4976424127817154,-0.07981551895764741,1.134363904595375,0.49600906670093536,-0.03309229016304016,-0.01189395785331726,-0.019011318683624268,-0.20443246886134148,0.05695198476314545,0.6196283102035522,0.2357509434223175,-0.05741087719798088,-0.14018844068050385,-0.07090440392494202,0.39833441376686096,0.2150896042585373,1.5037915706634521,0.4927902817726135,0.6933680176734924,0.4131965637207031,-0.0739055946469307,0.03894048184156418,-0.2842308282852173,0.3744179606437683,-0.18667194247245789,0.7899162173271179,0.3750511556863785,-0.008826211094856262,-0.30198803171515465,-0.3847655951976776,-0.3154815584421158,0.1537572592496872,-0.029487550258636475,1.2592144161462784,0.24821312725543976,0.44879086315631866,0.16861940920352936,-0.31848274916410446,-0.2056366726756096,-0.528807982802391,0.12984080612659454,-0.43124909698963165,0.5453390628099442
