,source,target_00,target_01,target_02,target_03,target_04,target_avg,prediction_gpt3_CFSLH-B_hum_eval,prediction_mbart_info_src_sh,prediction_gpt3_FSLH_hum_eval,prediction_mbart_src_info_sh,prediction_gpt3_0SLH_hum_eval,prediction_gpt3_CFSLH_hum_eval,prediction_mbart_unsupervised,diff_target_00,diff_target_01,diff_target_02,diff_target_03,diff_target_04,diff_target_avg,diff_prediction_gpt3_CFSLH-B_hum_eval,diff_prediction_mbart_info_src_sh,diff_prediction_gpt3_FSLH_hum_eval,diff_prediction_mbart_src_info_sh,diff_prediction_gpt3_0SLH_hum_eval,diff_prediction_gpt3_CFSLH_hum_eval,diff_prediction_mbart_unsupervised,target_05,target_06,target_07,target_08,target_09,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19,target_20,target_21,diff_target_05,diff_target_06,diff_target_07,diff_target_08,diff_target_09,diff_target_10,diff_target_11,diff_target_12,diff_target_13,diff_target_14,diff_target_15,diff_target_16,diff_target_17,diff_target_18,diff_target_19,diff_target_20,diff_target_21
0,0.2546549141407013,-0.016751175746321678,-0.016751175746321678,-0.6417421698570251,-0.17549093067646027,0.03868943080306053,-0.16240920424461364,-0.07661442458629608,-0.14883364737033844,0.004027617163956165,0.26620587706565857,0.09066731482744217,0.17401616275310516,0.2915188670158386,-0.27140608988702297,-0.27140608988702297,-0.8963970839977264,-0.43014584481716156,-0.21596548333764076,-0.41706411838531493,-0.3312693387269974,-0.40348856151103973,-0.25062729697674513,0.011550962924957275,-0.16398759931325912,-0.08063875138759613,0.03686395287513733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.27259525656700134,0.0730573758482933,0.16634097695350647,-0.08836645632982254,-0.2157251536846161,-0.044428061693906784,-0.2012345690534196,-0.053430456668138504,-0.1567285656929016,-0.07090561091899872,-0.039183732122182846,0.2232421189546585,0.3984224796295166,-0.035702940076589584,-0.19953788071870804,-0.10625427961349487,-0.3609617128968239,-0.48832041025161743,-0.3170233182609081,-0.473829825620421,-0.32602571323513985,-0.42932382225990295,-0.34350086748600006,-0.3117789886891842,-0.049353137612342834,0.12582722306251526,-0.3082981966435909,-0.584698498249054,-0.23890559375286102,-0.2935550808906555,-0.25813397765159607,-0.22367148101329803,-0.39428237080574036,-0.25360578298568726,-0.6345395445823669,-0.16303719580173492,-0.26717662811279297,-0.3163840174674988,0.00585508719086647,-0.12465764582157135,-0.23179681599140167,-0.2620435059070587,-0.0919373482465744,0.01453119982033968,-0.8572937548160553,-0.5115008503198624,-0.5661503374576569,-0.5307292342185974,-0.4962667375802994,-0.6668776273727417,-0.5262010395526886,-0.9071348011493683,-0.43563245236873627,-0.5397718846797943,-0.5889792740345001,-0.2667401693761349,-0.3972529023885727,-0.504392072558403,-0.5346387624740601,-0.36453260481357574,-0.25806405674666166
2,-0.06960821151733398,-0.16873885691165924,-0.06790968775749207,-0.49537721276283264,-0.5437113642692566,-0.2751237154006958,-0.21623743364276984,-0.11378895491361618,-0.20718146860599518,-0.04147578403353691,-0.061763469129800797,-0.09270521998405457,-0.3857998251914978,0.052118171006441116,-0.09913064539432526,0.001698523759841919,-0.42576900124549866,-0.4741031527519226,-0.20551550388336182,-0.14662922212543586,-0.044180743396282196,-0.1375732570886612,0.028132427483797073,0.007844742387533188,-0.02309700846672058,-0.3161916136741638,0.1217263825237751,0.18348725140094757,-0.16280043125152588,0.009147698991000652,-0.6064112186431885,-0.32891541719436646,0.022843152284622192,-0.1613394021987915,,,,,,,,,,,0.25309546291828156,-0.0931922197341919,0.07875591050833464,-0.5368030071258545,-0.25930720567703247,0.09245136380195618,-0.09173119068145752,,,,,,,,,,
3,-0.06812916696071625,0.10683684051036835,,,,,0.10683684051036835,-0.1929708570241928,-0.23890559375286102,-0.20122934877872467,-0.27695685625076294,0.187421515583992,-0.10982778668403625,-0.2858752906322479,0.1749660074710846,,,,,0.1749660074710846,-0.12484169006347656,-0.17077642679214478,-0.13310018181800842,-0.2088276892900467,0.25555068254470825,-0.04169861972332001,-0.21774612367153168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.1371726393699646,-0.1661800593137741,,,,,-0.1661800593137741,0.10996605455875397,-0.21373048424720764,-0.15823383629322052,-0.10939197987318039,-0.098734050989151,-0.2748259902000427,-0.17546525597572327,-0.02900741994380951,,,,,-0.02900741994380951,0.24713869392871857,-0.07655784487724304,-0.02106119692325592,0.02778065949678421,0.0384385883808136,-0.13765335083007812,-0.03829261660575867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.1859627366065979,-0.24049510061740875,-0.17211145162582397,-0.12704847753047943,0.12476736307144165,-0.27224183082580566,-0.12768271813790003,-0.3275291919708252,-0.06854797899723053,-0.10538773238658905,-0.42031949758529663,0.052366383373737335,-0.22475320100784302,-0.2228936403989792,-0.05453236401081085,0.013851284980773926,0.05891425907611847,0.31073009967803955,-0.08627909421920776,0.058280018468697875,-0.1415664553642273,0.11741475760936737,0.08057500422000885,-0.23435676097869873,0.23832911998033524,-0.03879046440124512,-0.03693090379238129,-0.07896681129932404,,,,,,,,,,,,,,,,,0.10699592530727386,,,,,,,,,,,,,,,,
6,-0.04464208334684372,-0.3200572729110718,-0.11701272428035736,-0.8184329867362976,-0.2484673112630844,,-0.3759925737977028,-0.2991374731063843,-0.22461442649364471,-0.029203148558735847,-0.05596116930246353,-0.2849079668521881,-0.31067174673080444,-0.2592175304889679,-0.27541518956422806,-0.07237064093351364,-0.7737909033894539,-0.2038252279162407,,-0.33135049045085907,-0.25449538975954056,-0.179972343146801,0.015438934788107872,-0.011319085955619812,-0.2402658835053444,-0.2660296633839607,-0.21457544714212418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-0.24014730751514435,-0.1661800593137741,,,,,-0.1661800593137741,-0.045313138514757156,-0.23890559375286102,-0.24022699892520905,-0.4071201682090759,-0.26067250967025757,0.058401208370923996,-0.33494096994400024,0.07396724820137024,,,,,0.07396724820137024,0.1948341690003872,0.0012417137622833252,-7.969141006469727e-05,-0.16697286069393158,-0.02052520215511322,0.29854851588606834,-0.0947936624288559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-0.0695018619298935,-0.3200572729110718,-0.11701272428035736,-0.8184329867362976,-0.2484673112630844,,-0.3759925737977028,-0.06614572554826736,-0.25887319445610046,0.08620768040418625,-0.0695018619298935,0.011244174093008041,-0.24807730317115784,-0.0695018619298935,-0.2505554109811783,-0.04751086235046387,-0.7489311248064041,-0.17896544933319092,,-0.3064907118678093,0.003356136381626129,-0.18937133252620697,0.15570954233407974,0.0,0.08074603602290154,-0.17857544124126434,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-0.04288802668452263,0.0730573758482933,0.16634097695350647,-0.08836645632982254,-0.2157251536846161,-0.044428061693906784,-0.2012345690534196,-0.2305220365524292,-0.2616939842700958,-0.11190736293792725,-0.025509202852845192,-0.24420784413814545,-0.008600459434092045,-0.05628841370344162,0.11594540253281593,0.2092290036380291,-0.04547842964529991,-0.17283712700009346,-0.0015400350093841553,-0.15834654236889698,-0.18763400986790657,-0.2188059575855732,-0.06901933625340462,0.017378823831677437,-0.20131981745362282,0.034287567250430584,-0.013400387018918991,-0.584698498249054,-0.23890559375286102,-0.2935550808906555,-0.25813397765159607,-0.22367148101329803,-0.39428237080574036,-0.25360578298568726,-0.6345395445823669,-0.16303719580173492,-0.26717662811279297,-0.3163840174674988,0.00585508719086647,-0.12465764582157135,-0.23179681599140167,-0.2620435059070587,-0.0919373482465744,0.01453119982033968,-0.5418104715645313,-0.1960175670683384,-0.2506670542061329,-0.21524595096707344,-0.1807834543287754,-0.3513943441212177,-0.21071775630116463,-0.5916515178978443,-0.1201491691172123,-0.22428860142827034,-0.27349599078297615,0.0487431138753891,-0.08176961913704872,-0.18890878930687904,-0.2191554792225361,-0.04904932156205177,0.05741922650486231
